filename,n_sequences,alignment_length,best_model,log_likelihood,aic_score,bic_score,method,freq_A,freq_R,freq_N,freq_D,freq_C,freq_Q,freq_E,freq_G,freq_H,freq_I,freq_L,freq_K,freq_M,freq_F,freq_P,freq_S,freq_T,freq_W,freq_Y,freq_V,gamma_shape,prop_invariant,insertion_rate,deletion_rate,insertion_events,deletion_events,mean_insertion_length,mean_deletion_length,total_gaps,indel_to_substitution_ratio,rf_length_distance
65109_NT_AL_AA.fasta,183,537,LG+G4,-10225.1939,21175.2714,22738.4911,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4653,0.1145,0.020351884075668300,0.024422260890802000,20,24,2.5698645286148700,3.212330660768590,11619,6.45057248830834E-05,352
8823_NT_AL_AA.fasta,179,208,LG+I+G4,-1564.8278,3843.6556,5035.1567,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8743,0.569,0.0026858616244091100,0.005371723248818220,1,2,6.040909090909090,7.551136363636360,1329,5.45831665514355E-05,344
554_NT_AL_AA.fasta,176,381,LG+I+G4+F,-10542.0731,21824.1462,23282.9819,ModelTest-NG,0.1302,0.0776,0.016,0.0317,0.0282,0.0276,0.0299,0.0659,0.0217,0.0339,0.1306,0.0101,0.0278,0.0427,0.0694,0.0855,0.0381,0.0318,0.0188,0.0826,0.6768,0.2818,0.008947745168217610,0.011930326890956800,6,8,2.5498327759197300,3.187290969899670,3812,2.04883245818918E-05,338
11040_NT_AL_AA.fasta,150,317,LG+I+G4,-5008.3411,10577.2455,11738.5938,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6905,0.2776,0.012618296529968500,0.014721345951629900,6,7,2.014302191464820,2.5178777393310300,2183,4.45028687233839E-05,288
84631_NT_AL_AA.fasta,181,847,LG+I+G4,-9943.0887,20608.1775,22319.9314,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6337,0.4279,0.0013045718721258700,0.003913715616377600,2,6,1.6193548387096800,2.024193548387100,753,1.73258803171502E-05,346
139189_NT_AL_AA.fasta,162,1485,LG+I+G4,-44060.8832,88767.7665,90480.6904,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.0428,0.1377,0.012470382840753200,0.012886062268778300,30,31,9.774045119499670,12.21755639937460,54698,2.66363681617675E-05,310
203523_NT_AL_AA.fasta,168,555,LG+I+G4,-9678.9024,20027.8049,21474.6592,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6864,0.218,0.00858000858000858,0.010725010725010700,8,10,4.552879581151830,5.69109947643979,7609,2.7737840424204E-05,324
5355_NT_AL_AA.fasta,184,156,LG+G4,-4837.4162,10390.4749,11523.0796,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.9025,0.0,0.003483835005574140,0.027870680044593100,1,8,2.0034188034188000,2.5042735042735000,1465,2.30070171402278E-05,352
389856_NT_AL_AA.fasta,141,685,LG+I+G4,-5753.0317,12022.5466,13340.8302,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8076,0.5565,0.010353574571620900,0.015530361857431300,10,15,9.242601319509900,11.55325164938740,12258,0.0001746395439812,272
140462_NT_AL_AA.fasta,181,282,LG+I+G4,-13800.5803,28323.1606,29637.8891,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.0,0.1272,0.005877512636652170,0.011755025273304300,3,6,2.7633898305084700,3.454237288135590,2038,9.48995698940604E-06,348
54880_NT_AL_AA.fasta,180,1863,LG+I+G4+F,-41185.3335,83126.6671,85216.9857,ModelTest-NG,0.0743,0.0528,0.0401,0.0552,0.0158,0.0351,0.0736,0.0607,0.0243,0.0254,0.0884,0.0626,0.0176,0.023,0.1016,0.1055,0.0528,0.0085,0.0285,0.0545,0.8016,0.1932,0.024750998986103700,0.030416890320272000,83,102,1.1890603845112400,1.486325480639050,21956,6.46057321697783E-05,346
10742_NT_AL_AA.fasta,184,567,LG+I+G4+F,-14640.3304,30052.6608,31728.0395,ModelTest-NG,0.0718,0.0209,0.0454,0.0328,0.0094,0.0601,0.0664,0.0461,0.0217,0.0413,0.0986,0.0536,0.031,0.0327,0.1361,0.1004,0.0429,0.0038,0.0115,0.0737,0.7956,0.2269,0.02108733992791960,0.02204585537918870,22,23,2.013506493506490,2.516883116883120,9690,4.31870093475883E-05,352
139728_NT_AL_AA.fasta,184,352,LG+G4,-5439.379,11610.758,13024.847,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4835,0.0,0.007719861660079050,0.00926383399209486,5,6,3.164853556485360,3.956066945606700,3782,3.47260587501776E-05,352
28952_NT_AL_AA.fasta,184,633,LG+I+G4,-17074.8943,34802.2922,36517.1113,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6759,0.1818,0.004292877258053440,0.01030290541932830,5,12,2.062054507337530,2.577568134171910,2459,1.55768663376588E-05,352
1536_NT_AL_AA.fasta,177,573,LG+I+G4,-11793.9764,24293.9529,25829.8155,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4727,0.5471,0.0019719781899212200,0.002957967284881830,2,3,4.951688311688310,6.189610389610390,2383,7.39589173006179E-06,340
84889_NT_AL_AA.fasta,179,617,LG+I+G4,-18176.2554,37066.5109,38646.1891,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7961,0.2249,0.0027163333122063000,0.009959888811423090,3,11,2.242944785276070,2.803680981595090,1828,1.17454886836411E-05,342
389852_NT_AL_AA.fasta,47,159,LG+G4,-2817.4921,5818.9841,6101.3233,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5899,0.0,0.0,0.05352602703064370,0,4,6.4,8.0,176,0.0001205581843937,88
8406_NT_AL_AA.fasta,169,615,LG+I+G4,-8512.4703,17644.1506,19189.0273,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6403,0.2112,0.004810698994563910,0.008659258190215040,5,9,31.161958041958000,38.95244755244760,27851,3.31516308234392E-05,324
55086_NT_AL_AA.fasta,162,890,LG+I+G4+F,-35606.7149,71897.4298,73536.0275,ModelTest-NG,0.0415,0.0607,0.047,0.0455,0.0186,0.048,0.0677,0.0491,0.0246,0.0728,0.0835,0.0657,0.0157,0.0294,0.0736,0.0785,0.053,0.0155,0.0426,0.0668,1.0,0.0417,0.020113746705507000,0.020807324178110700,29,30,2.451022652298220,3.0637783153727700,13931,3.0785510564648E-05,310
1730_NT_AL_AA.fasta,168,1155,LG+I+G4,-22705.1994,46080.3988,47772.7704,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6125,0.3138,0.012883941455370000,0.012883941455370000,25,25,3.482944720985070,4.353680901231330,16618,4.27439934003274E-05,322
3897_NT_AL_AA.fasta,182,1273,LG+I+G4,-34853.2383,70427.6191,72301.6114,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8574,0.2347,0.006905898500556790,0.008632373125695980,16,20,2.033490884537480,2.541863605671840,7529,1.48235076124888E-05,350
2187_NT_AL_AA.fasta,169,900,LG+I+G4+F,-54813.4662,110338.9324,112048.5849,ModelTest-NG,0.0399,0.038,0.0479,0.0436,0.0368,0.0408,0.0761,0.0407,0.0201,0.0585,0.1255,0.0736,0.0184,0.0557,0.0329,0.0963,0.0492,0.0103,0.0258,0.0699,1.9986,0.0357,0.018408941485864600,0.0190664036817883,28,29,2.496045197740110,3.120056497175140,15463,1.59810246360111E-05,324
6839_NT_AL_AA.fasta,178,416,LG+I+G4,-4724.9539,10121.7977,11590.8011,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.676,0.3303,0.0054019014693172000,0.010803802938634400,4,8,3.087465181058500,3.85933147632312,2771,5.53965469485735E-05,342
139322_NT_AL_AA.fasta,170,276,LG+I+G4,-11393.4202,23464.8404,24692.1563,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.7344,0.0786,0.01918158567774940,0.025575447570332500,9,12,1.761118170266840,2.201397712833550,3465,3.17652878010706E-05,326
158880_NT_AL_AA.fasta,126,751,LG+G4+F,-18869.1187,38276.2373,39519.3954,ModelTest-NG,0.0499,0.058,0.026,0.0472,0.047,0.0472,0.0615,0.0592,0.0427,0.0477,0.0842,0.0729,0.0202,0.0365,0.065,0.0973,0.0569,0.0141,0.0248,0.0418,0.7926,0.0,0.0232494240483588,0.03381734407034010,22,32,2.4264951768488700,3.0331189710610900,9433,7.19937605407531E-05,242
392509_NT_AL_AA.fasta,162,307,LG+G4,-14680.4281,29992.1145,31204.9011,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.3939,0.0,0.0321711505207705,0.036192544335866800,16,18,2.104826485839650,2.631033107299560,6596,3.848151925038E-05,312
7102_NT_AL_AA.fasta,183,250,LG+I+G4,-2173.6745,5077.349,6362.6822,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.3687,0.3062,0.002185792349726780,0.008743169398907100,1,4,3.911111111111110,4.888888888888890,968,5.68899407206818E-05,352
4841_NT_AL_AA.fasta,177,500,LG+I+G4+F,-3043.7509,6831.5019,8399.3361,ModelTest-NG,0.071,0.0979,0.0363,0.0326,0.0043,0.0883,0.1129,0.0731,0.0293,0.0312,0.0665,0.0579,0.0494,0.0469,0.0776,0.0282,0.043,0.0022,0.0106,0.0408,0.8682,0.551,0.006779661016949150,0.007909604519774010,6,7,6.178388998035360,7.722986247544200,7862,0.0001215350815687,340
8473_NT_AL_AA.fasta,180,1047,LG+I+G4,-4164.0615,9046.1231,10824.4957,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6257,0.8675,0.0005306165764618490,0.0010612331529237000,1,2,11.345116279069800,14.18139534883720,3049,5.62725090036014E-05,350
139604_NT_AL_AA.fasta,64,393,LG+G4,-11300.4037,22852.8075,23353.5075,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.7112,0.0,0.023854961832061100,0.059637404580152700,6,15,12.71716621253410,15.896457765667600,5834,0.0001091419364897,120
65267_NT_AL_AA.fasta,166,1850,LG+I+G4,-59946.6573,120523.426,122383.408,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.3654,0.2483,0.013350700097688000,0.014653207424291800,41,45,2.41196222455404,3.01495278069255,22986,2.58109128539547E-05,318
5256_NT_AL_AA.fasta,181,1258,LG+I+G4+F,-20089.0525,40938.1051,42890.2709,ModelTest-NG,0.0589,0.0513,0.033,0.0581,0.0156,0.0485,0.0614,0.0647,0.0329,0.0588,0.1143,0.0489,0.0255,0.0335,0.0442,0.0825,0.0551,0.0112,0.0343,0.0673,0.6207,0.4115,0.005709316726541300,0.006587673146009190,13,15,2.30468948035488,2.8808618504436000,6819,2.41367033918102E-05,348
170082_NT_AL_AA.fasta,178,382,LG+I+G4,-21188.011,43086.022,44486.6463,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.1994,0.0612,0.02500147067474560,0.038237543384905000,17,26,2.142946273830160,2.678682842287700,7728,3.10556538984596E-05,340
1184_NT_AL_AA.fasta,184,818,LG+I+G4,-7695.1928,16124.3856,17851.8041,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6257,0.572,0.0013287977038375700,0.005315190815350270,2,8,2.88646080760095,3.608076009501190,1519,2.18204828872863E-05,352
29071_NT_AL_AA.fasta,180,319,LG+G4,-6369.9351,13455.433,14803.8087,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5547,0.1117,0.001741553465691400,0.00522466039707419,1,3,1.3693023255814000,1.7116279069767400,368,9.82371346192574E-06,346
158586_NT_AL_AA.fasta,47,864,LG+I+G4+F,-9140.2748,18504.5497,19037.8458,ModelTest-NG,0.0902,0.0476,0.0256,0.0434,0.0328,0.0455,0.0544,0.0977,0.0381,0.0151,0.1003,0.0442,0.0109,0.0456,0.0909,0.096,0.0619,0.007,0.0078,0.0448,1.0,0.282,0.06156422379826640,0.07880220646178090,25,32,2.447916666666670,3.059895833333330,3525,0.0006102391709312,88
2892_NT_AL_AA.fasta,171,932,LG+I+G4,-5272.8147,11227.431,12877.1599,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.3057,0.8322,0.0006274627914564670,0.0012549255829129300,1,2,31.792857142857100,39.74107142857140,8902,2.16113416320885E-05,328
7319_NT_AL_AA.fasta,175,153,LG+I+G4,-499.957,1697.9141,2755.5369,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.116,0.8983,0.0,0.007469654528478060,0,2,3.0983425414364600,3.87292817679558,701,0.000558659217877,336
2857_NT_AL_AA.fasta,179,383,LG+I+G4,-10883.6902,22481.3803,23890.8288,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8059,0.2949,0.013127762299984000,0.018962323322199000,9,13,1.6399762046401000,2.049970255800120,3446,3.17491012839625E-05,344
50943_NT_AL_AA.fasta,187,444,LG+I+G4+F,-11211.4253,23206.8506,24812.4138,ModelTest-NG,0.0939,0.0587,0.0306,0.0262,0.0211,0.0439,0.0498,0.0608,0.0392,0.0182,0.1052,0.0489,0.0251,0.0464,0.1089,0.0885,0.051,0.0217,0.0103,0.0517,1.0,0.1937,0.013248542660307400,0.016861781567663900,11,14,2.467213906325450,3.0840173829068100,6387,3.22059532060382E-05,358
292_NT_AL_AA.fasta,165,300,LG+I+G4,-2305.0848,5260.3669,6486.714,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7751,0.4698,0.00202020202020202,0.006060606060606060,1,3,4.047567567567570,5.059459459459460,936,5.0147307716417E-05,316
94121_NT_AL_AA.fasta,185,682,LG+I+G4,-15889.7357,32517.4714,34187.2074,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.0,0.2182,0.004755488626456370,0.006340651501941830,6,8,2.668857356236000,3.3360716952950000,4467,1.40713982748466E-05,354
79868_NT_AL_AA.fasta,158,1222,LG+I+G4+F,-40215.2585,81098.517,82804.6706,ModelTest-NG,0.0646,0.0417,0.0441,0.0427,0.0276,0.0506,0.0621,0.0668,0.0322,0.0292,0.072,0.0482,0.0267,0.0318,0.0867,0.0934,0.0459,0.0054,0.0618,0.0664,1.4312,0.1174,0.0264144689137956,0.027450330439826800,51,53,3.431443231153800,4.2893040389422400,32603,5.02811878737246E-05,304
23229_NT_AL_AA.fasta,172,511,LG+I+G4,-2768.3642,6222.7285,7675.8032,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.95,0.7576,0.0,0.0011377599781550100,0,1,32.94193548387100,41.17741935483870,2553,1.26540632196998E-05,330
27344_NT_AL_AA.fasta,166,277,LG+G4,-7256.831,15172.9508,16369.5878,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6241,0.1256,0.03262146057152800,0.034796224609629900,15,16,1.5753246753246800,1.969155844155840,4852,7.20310430559751E-05,320
6792_NT_AL_AA.fasta,181,971,LG+I+G4+F,-10802.5143,22365.0287,24218.7927,ModelTest-NG,0.0458,0.0656,0.0544,0.0391,0.0063,0.047,0.0653,0.0565,0.04,0.0296,0.0961,0.0712,0.0185,0.0284,0.0766,0.1345,0.0543,0.0062,0.027,0.0376,0.789,0.4725,0.003982907636371910,0.006258854857155860,7,11,3.3500756429652000,4.187594553706510,5536,2.75928460947692E-05,348
1349_NT_AL_AA.fasta,177,80,LG+G4,-2469.2911,5634.8819,6481.0556,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7353,0.0,0.0,0.0211864406779661,0,3,7.822222222222220,9.77777777777778,88,1.44717800289436E-05,340
4693_NT_AL_AA.fasta,181,133,LG+I+G4,-1306.4264,3334.8528,4378.2688,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.5537,0.4858,0.0,0.012462094462676000,0,3,2.4827586206896600,3.103448275862070,90,3.44633482291583E-05,348
10325_NT_AL_AA.fasta,149,377,LG+I+G4,-2611.1945,5816.3891,6984.2659,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8592,0.6601,0.0017802146938920800,0.0071208587755683300,1,4,4.88,6.1,1037,6.5671092898328E-05,290
170261_NT_AL_AA.fasta,166,428,LG+I+G4,-16776.8867,34148.054,35559.3433,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.1469,0.0822,0.026742483954509600,0.03237248057651170,19,23,1.274956217162870,1.59369527145359,5460,4.03614075752596E-05,322
331_NT_AL_AA.fasta,179,499,LG+I+G4,-13151.4723,27012.262,28520.845,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.0,0.1761,0.0022391151017118000,0.0033586726525677100,2,3,2.6547085201793700,3.318385650224220,1480,6.01227465994575E-06,344
203547_NT_AL_AA.fasta,144,100,LG+G4,-1482.4633,3536.9267,4282.0053,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4429,0.0,0.006944444444444440,0.020833333333333300,1,3,5.2702290076335900,6.587786259541990,863,5.83090379008746E-05,276
286410_NT_AL_AA.fasta,177,1123,LG+I+G4,-17879.2959,36464.5918,38237.9787,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7621,0.3949,0.001509274491751820,0.00503091497250605,3,10,6.075324675324680,7.594155844155840,4678,1.29274125783724E-05,338
56180_NT_AL_AA.fasta,183,213,LG+G4,-2599.9898,5927.9796,7151.4899,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6257,0.0,0.005130967957105110,0.007696451935657660,2,3,2.477005347593580,3.0962566844919800,1158,3.43609549596602E-05,350
8862_NT_AL_AA.fasta,166,79,LG+G4,-2329.566,5319.132,6101.0498,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.9025,0.0,0.015250876925423200,0.022876315388134800,2,3,1.5421686746988000,1.927710843373490,640,3.2980877687117E-05,318
4435_NT_AL_AA.fasta,173,250,LG+I+G4+F,-6347.3745,13422.749,14704.5608,ModelTest-NG,0.1053,0.0145,0.0478,0.048,0.0084,0.0503,0.0525,0.0957,0.0184,0.0181,0.0955,0.034,0.0291,0.0266,0.1137,0.1192,0.0527,0.0098,0.0149,0.0455,1.0,0.1881,0.03005780346820810,0.03699421965317920,13,16,3.120678874497540,3.900848593121930,8734,8.08921568080513E-05,332
660_NT_AL_AA.fasta,186,700,LG+I+G4,-14285.4713,29312.9427,31001.3935,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7002,0.3543,0.006912442396313360,0.008448540706605220,9,11,4.90032154340836,6.12540192926045,11430,2.35830145695864E-05,358
139212_NT_AL_AA.fasta,177,224,LG+I+G4,-11850.7208,24407.4416,25611.7527,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.6452,0.0761,0.01765536723163840,0.022699757869249400,7,9,1.7765684051398300,2.2207105064247900,2938,1.85458005932338E-05,340
5638_NT_AL_AA.fasta,161,220,LG+G4,-3555.0067,7742.2544,8835.9741,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6689,0.0,0.00564652738565782,0.00846979107848673,2,3,2.5977011494252900,3.2471264367816100,1130,2.4483520142592E-05,308
538_NT_AL_AA.fasta,177,1518,LG+I+G4+F,-33892.3583,68528.7166,70509.672,ModelTest-NG,0.0725,0.0339,0.0423,0.0424,0.0174,0.037,0.0618,0.0611,0.0233,0.0884,0.0912,0.0573,0.0297,0.0277,0.0408,0.0876,0.0655,0.0058,0.02,0.094,0.9025,0.3143,0.005210543161906460,0.007071451434015910,14,19,2.6222222222222200,3.2777777777777800,8909,1.64163831524132E-05,340
54954_NT_AL_AA.fasta,162,1144,LG+I+G4+F,-19254.6945,39193.3889,40917.8508,ModelTest-NG,0.075,0.0556,0.0336,0.037,0.0189,0.0513,0.0492,0.0832,0.0397,0.0279,0.1058,0.0491,0.0251,0.0349,0.097,0.0823,0.0309,0.0149,0.0249,0.0638,0.6756,0.1857,0.015108348441681800,0.015647932314599000,28,29,3.195967926689580,3.99495990836197,17438,6.71380464241923E-05,310
54328_NT_AL_AA.fasta,182,375,LG+I+G4,-2504.5148,5718.3022,7160.5037,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.743,0.5699,0.0014652014652014700,0.007326007326007330,1,5,2.076847290640390,2.5960591133004900,527,5.74393536158073E-05,350
1852_NT_AL_AA.fasta,176,413,LG+I+G4+F,-8890.719,18521.4379,20010.1135,ModelTest-NG,0.0672,0.0716,0.0341,0.0477,0.0238,0.0392,0.063,0.0832,0.0155,0.0255,0.1498,0.023,0.0129,0.0393,0.0835,0.1053,0.0318,0.0078,0.0271,0.0489,0.6718,0.1925,0.019260400616332800,0.02338762931983270,14,17,3.0274509803921600,3.784313725490200,8878,5.95377565405106E-05,338
